A_x,A_y,A_z,CGHeight,ChassisPitchAngle,ChassisRollAngle,time,TireLoadFL,TireLoadFR,TireLoadRL,TireLoadRR
0.04,-0.39,0.15,426.4,3.36,3.9,212.8,3333,2496,3373,2493
0.03,-0.38,0.14,426,3.41,3.83,212.85,3242,2254,3253,2479
0.02,-0.37,0.1,426.5,3.47,3.78,212.9,2977,2248,2849,2745
0.03,-0.35,0.03,427.8,3.48,3.71,212.95,2896,2061,3166,2268
0.02,-0.35,0.03,428.6,3.49,3.66,213,2971,2105,2821,2200
0.03,-0.36,0.09,428.7,3.52,3.61,213.05,2830,2284,2922,2248
0.03,-0.34,0.05,428.9,3.56,3.57,213.1,2901,2101,2929,2438
0.02,-0.33,0.02,429.6,3.56,3.52,213.15,2836,2073,2794,2232
0.02,-0.31,-0.02,431.5,3.53,3.42,213.2,2597,2127,2483,2049
0.04,-0.3,-0.04,432.3,3.5,3.28,213.25,2482,2140,2796,2098
0.02,-0.31,-0.08,432.9,3.49,3.17,213.3,2527,1835,2850,1925
0.03,-0.33,0.07,430.7,3.5,3.03,213.35,3031,2622,3122,1978
0.03,-0.32,0.09,429.6,3.57,2.85,213.4,2608,1942,3314,2633
0.02,-0.31,-0.06,431.4,3.54,2.75,213.45,2674,1656,2833,2140
0.03,-0.29,-0.13,433.7,3.44,2.73,213.5,2434,1995,2597,1977
0.03,-0.29,-0.06,433.3,3.42,2.66,213.55,2529,2499,2585,2018
0.02,-0.3,-0.02,432.6,3.43,2.54,213.6,2841,2096,2899,2148
0.02,-0.3,-0.01,432.3,3.42,2.32,213.65,2761,1958,2822,2163
0.02,-0.3,-0.02,432.4,3.39,2.23,213.7,2637,2068,2842,2083
0.02,-0.28,-0.05,432.9,3.38,2.17,213.75,2457,1796,2792,2114
0.02,-0.28,-0.07,433.7,3.3,2.07,213.8,2909,2042,2450,1876
0.04,-0.29,-0.02,433.1,3.29,2.05,213.85,2553,2055,2955,2269
0.03,-0.3,-0.04,433,3.27,2.04,213.9,2720,1882,2713,2284
0.03,-0.27,-0.09,433.8,3.22,1.99,213.95,2185,1880,2719,2050
0.02,-0.28,-0.07,433.8,3.15,1.9,214,2838,2093,2330,1906
0.04,-0.29,0.02,432.6,3.14,1.84,214.05,3100,2041,2776,2125
0.03,-0.28,-0.03,432.3,3.13,1.81,214.1,2518,2124,2544,2168
0.04,-0.26,-0.1,433.2,3.08,1.68,214.15,2527,1518,2754,2129
0.03,-0.27,-0.11,433.7,3.03,1.62,214.2,2571,1662,2707,1835
0.05,-0.31,0.05,431.5,3,1.65,214.25,3018,2320,2839,2171
0.03,-0.3,0.07,429.9,3.06,1.65,214.3,2551,2031,3132,2520
0.03,-0.27,-0.05,431,3.04,1.62,214.35,2284,1759,2939,2440
0.03,-0.24,-0.11,432.7,2.92,1.53,214.4,2637,2102,2577,1846
0.04,-0.25,-0.01,431.5,2.92,1.45,214.45,2680,2251,2773,2206
0.04,-0.25,0.06,430.4,2.93,1.39,214.5,2758,2074,2901,2404
0.02,-0.23,0.1,428.9,2.95,1.31,214.55,2980,2465,2702,2297
0.05,-0.2,0.03,429.5,2.98,1.27,214.6,2191,1724,2985,2648
0.02,-0.16,-0.16,431.7,2.92,1.25,214.65,2311,1806,2528,1965
0.04,-0.16,0.03,431,2.86,1.25,214.7,2710,2557,2313,2186
0.04,-0.15,0.17,428,2.95,1.26,214.75,2965,2436,2787,2836
0.03,-0.12,0.08,428,3,1.27,214.8,2205,2437,2875,2721
0.03,-0.09,-0.01,429.2,2.96,1.16,214.85,2647,2389,2489,2263
0.03,-0.09,-0.05,430.4,2.94,1.12,214.9,2226,2188,2615,2461
0.03,-0.06,-0.05,430.9,2.91,1.1,214.95,2443,2446,2329,2154
0.04,-0.07,0.07,429.1,2.95,0.98,215,2671,2493,2859,2655
0.03,-0.06,0.03,429.4,2.98,0.94,215.05,2350,2211,2781,2666
0.03,-0.06,-0.07,430.4,2.95,0.94,215.1,2257,2388,2594,2379
0.03,-0.04,-0.03,430.9,2.91,0.86,215.15,2469,2412,2290,2378
0.03,-0.05,0.09,429.3,2.93,0.78,215.2,2979,2563,2674,2456
0.03,-0.06,0.13,427.7,2.98,0.79,215.25,2910,2750,3033,2730
0.02,-0.03,0.04,427.9,3.06,0.84,215.3,2298,2386,2658,2788
0.02,-0.02,-0.06,429.8,3.02,0.8,215.35,2258,2345,2396,2318
0.03,-0.02,-0.07,430.5,2.99,0.75,215.4,2589,2341,2327,2286
0.03,-0.03,0.05,429.7,3.02,0.72,215.45,2542,2485,2459,2554
0.03,-0.02,0.04,429.3,3.06,0.72,215.5,2586,2432,2672,2635
0.03,-0.02,0.07,428.9,3.07,0.73,215.55,2880,2524,2371,2611
0.04,-0.02,0.08,428.3,3.14,0.84,215.6,2174,2339,2806,2900
0.02,0,-0.09,430.8,3.1,0.86,215.65,2062,2185,2234,2330
0.03,0,-0.08,431.9,3.06,0.83,215.7,1997,2323,2211,2379
0.03,0,-0.08,432.5,3.03,0.72,215.75,2511,2188,2329,2375
0.03,-0.01,0,431.3,3.04,0.72,215.8,2697,2433,2629,2434
0.03,-0.01,0.06,430.3,3.06,0.79,215.85,2433,2675,2631,2621
0.02,-0.02,0.02,429.8,3.08,0.82,215.9,2579,2498,2515,2551
0.02,-0.01,0.06,428.9,3.09,0.77,215.95,2916,2648,2814,2460
0.03,0,0.06,429.1,3.1,0.74,216,2572,2538,2597,2736
0.03,0,0.03,429.4,3.13,0.68,216.05,2421,2463,2615,2644
0.03,-0.01,0.03,429.9,3.12,0.67,216.1,2638,2386,2497,2489
0.04,-0.01,-0.03,430.5,3.13,0.69,216.15,2259,2279,2608,2631
0.01,-0.01,-0.05,431.8,3.09,0.73,216.2,2380,2447,2282,2146
0.03,0,0.03,430.7,3.11,0.74,216.25,2471,2702,2506,2590
0.03,-0.01,0.01,430.4,3.13,0.71,216.3,2447,2332,2471,2897
0.03,0,-0.03,431,3.12,0.66,216.35,2252,2261,2525,2532
0.02,-0.01,-0.01,431.2,3.1,0.67,216.4,2527,2398,2280,2374
0.03,0,-0.02,431.2,3.11,0.67,216.45,2310,2390,2589,2574
0.03,0,0.05,429.9,3.13,0.67,216.5,2469,2553,2686,2669
0.02,0,0.07,429.4,3.16,0.67,216.55,2710,2591,2584,2683
0.04,0,0.04,429.6,3.17,0.67,216.6,2564,2469,2694,2660
0.03,-0.02,0.02,430,3.18,0.7,216.65,2699,2320,2527,2534
0.01,-0.01,-0.02,430.8,3.18,0.78,216.7,2034,2305,2682,2620
0.04,-0.01,-0.08,432,3.15,0.82,216.75,1929,2277,2482,2519
0.05,0.01,-0.05,432.4,3.11,0.74,216.8,2417,2309,2562,2349
0.02,-0.01,0.03,431.2,3.12,0.71,216.85,2530,2657,2594,2479
0.03,0,0.01,430.7,3.13,0.71,216.9,2453,2652,2655,2861
0.03,0.01,0.07,429.5,3.17,0.66,216.95,2613,2498,2820,2702
0.03,0,-0.07,431.2,3.16,0.65,217,2056,2072,2710,2587
0.01,0,-0.1,432.5,3.1,0.64,217.05,2377,2480,1932,2079
0.04,0,0.03,431,3.1,0.6,217.1,2631,2711,2565,2603
0.04,-0.01,0.05,430,3.15,0.59,217.15,2390,2342,2811,2866
0.03,-0.01,0.04,429.9,3.16,0.6,217.2,2570,2420,2788,2631
0.03,-0.01,0,430.6,3.14,0.61,217.25,2405,2405,2623,2607
0.02,0,0.01,430.9,3.14,0.62,217.3,2159,2405,2492,2487
0.04,0,-0.01,431,3.13,0.6,217.35,2169,2350,2723,2645
0.03,0,0.03,430.7,3.12,0.54,217.4,2589,2533,2634,2535
0.03,-0.01,0.1,429.2,3.17,0.55,217.45,2829,2707,2662,2723
0.02,-0.02,0.12,428.2,3.21,0.6,217.5,2703,2712,2810,2807
0.02,0.01,-0.04,430.7,3.2,0.67,217.55,1902,2243,2408,2433
0.03,0,-0.16,434.1,3.1,0.62,217.6,1964,2009,1948,2049
0.03,0,-0.13,434.4,3.05,0.6,217.65,2418,2293,2037,2017
0.04,0,0.04,431.7,3.1,0.63,217.7,2474,2440,2713,2681
0.02,-0.02,0.01,431.3,3.11,0.67,217.75,2301,2417,2587,2672
0.02,-0.01,-0.06,431.9,3.08,0.67,217.8,2414,2195,2413,2379
0.01,-0.01,-0.04,432.1,3.02,0.71,217.85,2594,2675,2033,2245
0.04,0,0.08,430.2,3.05,0.7,217.9,2670,2559,2762,2735
0.02,-0.01,0.11,428.7,3.09,0.69,217.95,2797,2900,2781,2760
0.02,0,0.1,427.9,3.16,0.68,218,2464,2532,2837,2805
0.02,-0.01,0.06,428.7,3.14,0.67,218.05,2867,2521,2498,2544
0.03,-0.01,-0.03,429.9,3.15,0.73,218.1,2402,2286,2569,2515
0.01,0,-0.13,432.5,3.11,0.86,218.15,2005,2375,2092,2258
0.03,0.02,-0.12,433.5,3.06,0.82,218.2,1837,2322,2247,2342
0.03,0,-0.04,432.8,3.04,0.74,218.25,2582,2512,2274,2281
0.03,-0.01,0.05,431.3,3.05,0.65,218.3,2796,2532,2428,2433
0.03,0,0.13,429,3.1,0.69,218.35,2781,2695,2849,2814
0.02,-0.01,0.1,428.3,3.14,0.75,218.4,2494,2549,2908,2957
0.02,0,-0.03,430.3,3.12,0.84,218.45,2389,2373,2156,2468
0.03,-0.01,-0.04,431.3,3.09,0.91,218.5,2300,2214,2347,2434
0.02,-0.01,-0.07,431.9,3.08,0.95,218.55,2021,2524,2382,2408
0.01,-0.01,-0.07,432.7,3.02,0.87,218.6,2596,2384,2196,2205
0.03,-0.02,0.09,430.2,3.04,0.82,218.65,3332,2790,2702,2493
0.03,-0.02,0.1,428.7,3.1,0.87,218.7,2879,2699,2852,2909
0.02,0,0.02,428.5,3.17,0.98,218.75,2083,2380,2862,2931
0.01,0,-0.06,430.7,3.12,0.94,218.8,2365,2267,2199,2266
0.03,0,0,430.7,3.11,0.92,218.85,2446,2261,2548,2408
0.02,-0.01,-0.03,431.5,3.1,0.97,218.9,2409,2413,2432,2360
0.02,0.03,0.05,430.5,3.12,0.96,218.95,2101,2978,2611,2496
0.04,0.02,0.06,430.2,3.14,0.86,219,2215,2416,2427,3247
0.05,0,-0.1,430.9,3.19,0.57,219.05,2052,1292,3004,3039
-0.03,-0.01,-0.11,431.9,3.12,0.54,219.1,2714,2525,1960,1476
0.03,-0.02,-0.02,431.5,3.13,0.61,219.15,2341,2078,2431,2740
0.01,-0.01,-0.02,431.1,3.11,0.73,219.2,2867,3110,2198,2053
0.04,-0.01,0.23,427.3,3.24,0.75,219.25,2560,2899,3057,3280
0.04,-0.01,0.13,427.2,3.29,0.69,219.3,2293,2359,3264,3175
0.01,-0.01,-0.17,432.4,3.19,0.59,219.35,2165,2160,2102,1930
0.03,-0.01,-0.12,433.4,3.13,0.55,219.4,2175,2310,2217,2207
0.03,-0.01,-0.06,433.4,3.13,0.53,219.45,2151,2117,2427,2454
0.02,0,-0.03,433.1,3.09,0.52,219.5,2618,2601,2278,2265
0.04,0,0.03,431.5,3.1,0.54,219.55,2575,2429,2677,2701
0.03,-0.03,0.04,430.6,3.11,0.58,219.6,2707,2611,2680,2571
0.02,-0.01,0.06,429.9,3.13,0.66,219.65,2407,2635,2747,2557
0.02,0,0.05,429.7,3.14,0.64,219.7,2635,2552,2593,2641
0.02,0,0.05,429.6,3.15,0.63,219.75,2497,2548,2553,2687
0.02,-0.01,0.03,429.6,3.19,0.66,219.8,2418,2311,2621,2754
0.01,-0.01,-0.03,430.6,3.18,0.68,219.85,2465,2360,2453,2431
0.01,-0.02,-0.07,431.5,3.17,0.72,219.9,2201,2170,2354,2429
0.01,0,-0.06,432.3,3.13,0.78,219.95,2517,2582,2201,2275
0.04,0.01,0.05,430.8,3.14,0.76,220,2775,2580,2787,2655
0.02,0,0.04,430.6,3.16,0.73,220.05,2471,2512,2691,2621
0.02,0,0.06,429.8,3.19,0.72,220.1,2486,2702,2571,2607
0.02,0,-0.02,430.7,3.19,0.7,220.15,2258,2339,2572,2690
0.02,-0.01,-0.1,432.4,3.15,0.69,220.2,2286,2177,2218,2206
0.02,-0.01,0.03,431.4,3.14,0.72,220.25,2557,2622,2454,2611
0.02,0,0.07,430.1,3.18,0.71,220.3,2520,2604,2751,2745
0.02,0,0.05,429.9,3.2,0.7,220.35,2484,2419,2741,2747
0.01,-0.01,-0.04,431.5,3.17,0.71,220.4,2351,2387,2123,2338
0.02,-0.01,0.01,431.4,3.15,0.75,220.45,2489,2538,2349,2508
0.02,-0.01,0.02,431,3.16,0.75,220.5,2489,2526,2532,2713
0.02,0,-0.02,431.3,3.18,0.74,220.55,2259,2387,2598,2444
0.02,0,-0.02,431.7,3.17,0.74,220.6,2417,2288,2334,2348
0.02,-0.01,-0.02,431.7,3.16,0.76,220.65,2407,2231,2527,2505
0.02,-0.01,-0.01,431.4,3.16,0.79,220.7,2412,2315,2575,2747
0.01,-0.01,-0.01,431.5,3.15,0.76,220.75,2478,2246,2605,2370
0.02,0.01,0.05,430.8,3.15,0.77,220.8,2454,2630,2556,2544
0.01,0,0.04,430.4,3.17,0.76,220.85,2449,2585,2539,2467
0.02,0.01,0.02,430.6,3.18,0.73,220.9,2309,2495,2547,2595
0.04,0.02,-0.05,431.4,3.16,0.7,220.95,2278,2536,2489,2364
0.01,-0.02,0.02,431,3.17,0.69,221,2497,2420,2816,2450
0.02,0.01,0.01,431,3.17,0.72,221.05,2465,2463,2553,2638
0.02,-0.02,0.02,430.8,3.18,0.72,221.1,2461,2516,2492,2529
-0.01,0,-0.06,431.8,3.17,0.71,221.15,2405,2313,2393,2381
0.03,-0.01,-0.05,432.1,3.14,0.72,221.2,2333,2325,2448,2438
0.01,0,0.01,431.6,3.14,0.73,221.25,2442,2499,2443,2455
0.02,-0.01,0.02,430.8,3.16,0.72,221.3,2534,2545,2602,2555
0.04,0,0,430.7,3.18,0.72,221.35,2257,2475,2667,2689
0,0,0.02,430.6,3.18,0.71,221.4,2440,2642,2376,2432
0.02,0,-0.04,431.4,3.17,0.67,221.45,2228,2338,2473,2607
0.02,0,-0.07,432.3,3.15,0.69,221.5,2229,2268,2333,2503
0.01,0.01,-0.04,432.2,3.13,0.69,221.55,2386,2304,2331,2585
0.04,0,0.03,431.1,3.14,0.72,221.6,2592,2547,2564,2593
0.03,0.02,0.01,431,3.16,0.74,221.65,2213,2309,2684,2681
0.01,0,-0.08,432.1,3.13,0.74,221.7,2153,2207,2398,2472
0.03,-0.01,-0.01,431.9,3.09,0.73,221.75,2402,2485,2441,2469
0.02,-0.01,0.03,431.2,3.1,0.75,221.8,2449,2524,2523,2645
0.02,0,0.01,431.1,3.11,0.73,221.85,2263,2495,2586,2571
0.02,-0.01,-0.04,431.8,3.09,0.66,221.9,2312,2194,2407,2455
0.01,-0.01,-0.06,432.2,3.06,0.67,221.95,2412,2300,2428,2301
0.02,-0.01,0,432,3.05,0.7,222,2388,2374,2420,2357
0.03,-0.01,0.03,430.7,3.09,0.71,222.05,2416,2285,2675,2545
0.02,0.02,0.02,430.2,3.09,0.73,222.1,2573,2707,2473,2427
0.02,0,-0.02,430.7,3.09,0.74,222.15,2278,2449,2564,2413
0.03,0,-0.02,430.9,3.08,0.72,222.2,2519,2370,2441,2271
0.03,0,0.05,430,3.1,0.73,222.25,2526,2628,2596,2587
0.02,0.01,-0.01,430.3,3.1,0.72,222.3,2461,2582,2607,2708
0.01,-0.02,-0.06,431.2,3.11,0.69,222.35,2249,2176,2414,2489
0,0.01,-0.04,431.6,3.08,0.7,222.4,2375,2441,2283,2316
0.02,0,-0.06,431.9,3.07,0.71,222.45,2163,2349,2507,2528
0.02,0.01,-0.04,432,3.06,0.7,222.5,2388,2392,2450,2306
0.02,0.01,0.03,430.9,3.07,0.72,222.55,2558,2528,2477,2570
0.03,0.02,0.02,430.8,3.08,0.75,222.6,2261,2387,2662,2638
0.02,0.02,-0.01,430.7,3.07,0.79,222.65,2448,2639,2390,2457
0.03,0.04,0.06,429.6,3.09,0.8,222.7,2674,2763,2569,2766
0.02,0.03,0,430.2,3.11,0.82,222.75,2313,2361,2648,2616
0.01,0.06,0,430.6,3.1,0.87,222.8,2297,2593,2394,2601
0.02,0.05,-0.03,431.3,3.09,0.84,222.85,2204,2402,2426,2550
0,0.06,-0.07,431.9,3.07,0.82,222.9,2338,2460,2309,2280
0.02,0.08,0,431.6,3.05,0.84,222.95,2495,2649,2258,2466
0.02,0.09,0.08,430.1,3.08,0.87,223,2505,2858,2632,2831
0.03,0.09,0.11,429.3,3.11,0.89,223.05,2353,2867,2639,2926
0.02,0.09,0.03,429.5,3.13,0.89,223.1,2404,2719,2575,2611
0.01,0.11,0.02,430,3.13,0.89,223.15,2037,2669,2489,2759
0.02,0.1,0,430.3,3.14,0.88,223.2,2301,2606,2409,2645
0.02,0.11,-0.03,431.3,3.13,0.89,223.25,2230,2515,2343,2507
0.02,0.11,0,431.5,3.12,0.9,223.3,2028,2638,2335,2621
0.04,0.13,-0.03,431.4,3.12,0.88,223.35,2208,2480,2468,2767
0.02,0.14,0.02,431.1,3.11,0.87,223.4,2415,2735,2317,2721
0.02,0.12,0.08,429.6,3.16,0.89,223.45,2381,2869,2607,2850
0.02,0.1,0.09,429,3.19,0.87,223.5,2353,2683,2504,3173
0,0.09,-0.03,431,3.17,0.82,223.55,2252,2290,2294,2422
0.02,0.07,-0.06,431.9,3.15,0.83,223.6,2114,2395,2329,2379
0.01,0.08,0,431.6,3.15,0.84,223.65,2235,2547,2342,2554
0.03,0.04,0.02,430.9,3.17,0.85,223.7,2428,2509,2607,2739
0.04,0.05,0.01,430.6,3.19,0.85,223.75,2355,2463,2651,2625
0.01,0.04,0.02,430.5,3.19,0.83,223.8,2283,2648,2494,2592
0.01,0.02,0,431.2,3.17,0.79,223.85,2644,2479,2379,2350
0.04,0.02,0.01,431.1,3.18,0.85,223.9,2462,2393,2618,2719
0,0,0,431.3,3.18,0.91,223.95,2291,2748,2229,2499
0.02,0.02,-0.01,431.2,3.19,0.92,224,2334,2411,2431,2665
0.01,0.01,0,431.5,3.18,0.88,224.05,2426,2406,2477,2426
0.02,0.01,0.02,431.4,3.18,0.88,224.1,2184,2570,2465,2622
0.01,0.01,-0.04,431.9,3.17,0.84,224.15,2144,2364,2517,2393
0.01,0.01,-0.02,431.7,3.16,0.81,224.2,2432,2705,2320,2408
0.02,0.01,-0.02,431.9,3.16,0.79,224.25,2429,2314,2540,2515
0.03,0.01,0.02,431.1,3.18,0.8,224.3,2353,2394,2636,2671
0.02,-0.01,0,430.8,3.18,0.83,224.35,2523,2574,2458,2533
0.01,-0.01,0.03,430.7,3.18,0.83,224.4,2555,2449,2536,2638
0.02,-0.04,0.02,430.3,3.21,0.84,224.45,2533,2291,2746,2630
0.02,-0.05,0.01,430.5,3.21,0.88,224.5,2482,2477,2561,2418
0.02,-0.05,0.03,430.5,3.22,0.9,224.55,2454,2527,2616,2543
0.02,-0.08,-0.02,431.1,3.22,0.92,224.6,2638,2197,2628,2416
0.01,-0.09,0.02,430.9,3.23,1,224.65,2496,2367,2625,2454
0.04,-0.13,0.07,430.1,3.24,1.03,224.7,2751,2451,2653,2768
0.01,-0.12,0.03,430.5,3.26,1.05,224.75,2460,2173,2846,2599
0,-0.13,-0.07,432.2,3.23,1.09,224.8,2455,2075,2452,2294
0.01,-0.12,-0.07,432.7,3.2,1.11,224.85,2566,2145,2398,2112
0.01,-0.11,-0.03,432.6,3.18,1.16,224.9,2607,2289,2462,2307
0.02,-0.1,0.03,431.4,3.2,1.23,224.95,2795,2300,2640,2545
0.03,-0.11,0.04,430.9,3.21,1.27,225,2526,2515,2729,2500
0.01,-0.06,0.05,430.4,3.22,1.33,225.05,2616,2781,2605,2312
0.04,-0.05,0.07,429.8,3.25,1.34,225.1,2491,2561,2662,2907
0.01,-0.06,0,430.4,3.25,1.34,225.15,2422,2330,2656,2533
0.01,0.02,-0.1,432.5,3.2,1.41,225.2,2305,2382,2172,2131
0.02,0.03,0,432.2,3.19,1.5,225.25,2309,2731,2195,2563
0.02,0.05,0.04,431.2,3.21,1.5,225.3,2565,2556,2582,2789
0.02,0.04,0.06,430.3,3.24,1.51,225.35,2479,2529,2590,2717
0,0.06,0.03,430.3,3.26,1.58,225.4,2310,2508,2463,2766
0.01,0.08,0.01,430.6,3.26,1.62,225.45,2326,2511,2365,2693
0.01,0.08,-0.06,432.2,3.22,1.68,225.5,2258,2612,1982,2501
0.04,0.1,-0.05,432.6,3.21,1.69,225.55,2163,2370,2352,2595
0.01,0.09,-0.04,432.7,3.2,1.73,225.6,2214,2456,2225,2497
0.02,0.11,-0.01,432.1,3.2,1.83,225.65,1998,2707,2408,2765
0.01,0.11,-0.04,432.6,3.18,1.77,225.7,2084,2363,2221,2659
0.02,0.1,0.02,431.9,3.17,1.72,225.75,2497,2523,2286,2390
0.02,0.07,0.07,430,3.22,1.81,225.8,2280,2657,2712,2817
-0.19,0.05,-0.06,431.3,3.19,1.94,225.85,2193,2432,2147,2666
-0.26,0.02,-0.15,432.7,3.11,1.95,225.9,2169,2585,1827,1936
-0.28,-0.02,-0.06,431.7,2.99,1.9,225.95,2703,2684,2061,1826
-0.39,-0.08,0.01,429.9,2.95,1.86,226,2833,2678,2354,2142
-0.48,-0.09,0.03,428.8,2.91,1.85,226.05,3001,2748,2236,2068
-0.6,-0.09,-0.03,427.5,2.8,1.8,226.1,3171,2818,1923,1955
-0.7,-0.09,0.02,426.4,2.68,1.78,226.15,3410,3066,1734,1721
-0.71,-0.11,0,426,2.64,1.8,226.2,3046,2969,2133,1856
-0.9,-0.12,0,424.5,2.56,1.85,226.25,3590,2934,1862,1687
-1.01,-0.12,0.07,423.1,2.48,1.94,226.3,3414,3332,2031,1597
-1.07,-0.11,-0.04,423.3,2.41,2,226.35,3429,3155,1694,1684
-1.21,-0.07,-0.1,423.9,2.24,2.07,226.4,3359,3357,1076,1197
-1.37,-0.07,0.03,421.7,2.12,2.16,226.45,3887,3913,986,1333
-1.42,-0.06,0.05,420.3,2.08,2.2,226.5,3746,3600,1381,1476
-1.38,-0.06,0.03,418.7,1.97,2.28,226.55,3911,3596,1307,1250
-0.83,-0.05,0.01,418.7,1.99,2.34,226.6,3690,3658,1426,1336
-0.38,-0.04,0.03,419.4,2.14,2.37,226.65,3209,3260,1795,1793
-0.38,-0.05,-0.01,422.5,2.6,2.4,226.7,2453,2229,2480,2596
-1.02,-0.04,-0.14,425.8,2.7,2.39,226.75,2195,2320,2062,1979
-1.33,-0.05,-0.11,425.6,2.56,2.38,226.8,3181,3001,1386,1235
-1.47,-0.09,-0.02,421.6,2.14,2.41,226.85,3936,3963,1043,1071
-1.38,-0.08,0.02,419.7,1.92,2.46,226.9,3998,3764,1009,1092
-1.49,-0.09,0.02,418.7,1.85,2.49,226.95,3893,3933,1106,1097
-1.47,-0.09,-0.06,418.6,1.79,2.5,227,3671,3322,1271,1296
-1.32,-0.13,-0.04,418.5,1.75,2.5,227.05,3789,3395,1166,879
-1.4,-0.17,-0.02,418.2,1.76,2.52,227.1,3670,3250,1385,1444
-1.35,-0.21,-0.04,418.5,1.74,2.56,227.15,3702,3389,1356,921
-1.39,-0.25,-0.04,417.9,1.72,2.57,227.2,3910,3284,1550,1052
-1.43,-0.27,-0.02,417.4,1.71,2.54,227.25,3929,3272,1616,1112
-1.45,-0.31,-0.01,416.9,1.64,2.52,227.3,4098,3494,1515,890
-1.54,-0.29,0.01,416.1,1.61,2.52,227.35,4241,3440,1719,925
-1.46,-0.29,0,415.7,1.59,2.55,227.4,4390,3604,1393,843
-1.05,-0.43,0.06,414.6,1.66,2.51,227.45,4233,3215,2186,1165
-1.19,-0.44,0.03,415,1.8,2.46,227.5,4023,2746,2440,1254
-1.35,-0.34,-0.09,416.8,1.81,2.48,227.55,3746,2654,1902,1030
-1.17,-0.38,-0.09,417.8,1.68,2.6,227.6,3980,3224,1356,769
-0.64,-0.46,0.01,417.3,1.7,2.52,227.65,4061,2918,1816,1032
-0.56,-0.53,0.04,417.3,1.83,2.44,227.7,3990,2337,2632,1288
-0.38,-0.51,0,419.1,2.13,2.46,227.75,3341,2045,2792,1726
-0.3,-0.49,-0.02,420.5,2.3,2.54,227.8,3314,2037,2691,1780
-0.28,-0.45,-0.01,421.2,2.38,2.59,227.85,3105,2148,2599,1911
-0.25,-0.47,0.02,421.6,2.48,2.6,227.9,3290,2161,2702,1896
-0.26,-0.46,0.02,422,2.52,2.59,227.95,3411,2019,2817,1840
-0.22,-0.5,0,422.5,2.52,2.59,228,3303,1985,2730,1771
-0.24,-0.56,0,422.9,2.48,2.53,228.05,3682,1942,2715,1588
-0.27,-0.65,0.01,422.7,2.46,2.5,228.1,3938,1968,2797,1602
-0.26,-0.67,0.02,422.4,2.47,2.48,228.15,3858,1660,3031,1555
-0.24,-0.77,0.03,422,2.47,2.54,228.2,3896,1699,2967,1639
-0.26,-0.82,0.01,422.5,2.44,2.58,228.25,3718,1584,3134,1412
-0.26,-0.84,0,422.5,2.4,2.57,228.3,3719,1815,3207,1369
-0.14,-0.9,-0.01,423.1,2.36,2.41,228.35,3528,1561,3238,1237
-0.08,-0.98,0.01,423.1,2.34,2.21,228.4,4012,1253,3826,1191
-0.01,-1.01,0.01,423.5,2.32,2.12,228.45,4186,1388,3202,1202
0.07,-1.13,0.13,421.8,2.42,1.92,228.5,4429,1319,4188,1316
0.09,-1.13,0.1,421.9,2.54,1.84,228.55,4153,977,4292,1747
0.09,-1.1,0.06,422.5,2.56,1.8,228.6,4030,974,3982,1486
0.09,-1.07,-0.04,425.1,2.53,1.82,228.65,3724,812,3748,1380
0.05,-1.08,-0.03,425.9,2.45,1.85,228.7,4060,1007,3443,1146
0.07,-1.11,-0.03,426.1,2.43,1.85,228.75,4191,988,3566,1137
0.08,-1.22,0.08,424.6,2.44,1.85,228.8,4559,1098,3971,1438
0.06,-1.23,0.06,424.4,2.46,1.83,228.85,4385,1033,4031,1165
0.07,-1.25,0.08,423.9,2.49,1.81,228.9,4212,1012,4298,1387
0.04,-1.31,0.07,423.4,2.48,1.69,228.95,4739,1160,3995,1148
0.05,-1.29,0.06,423.6,2.52,1.58,229,4322,898,4175,1168
0.09,-1.33,0.09,423.1,2.54,1.52,229.05,4366,956,4604,1262
0.06,-1.29,-0.02,424.6,2.54,1.39,229.1,4284,821,4043,1001
0.04,-1.35,0.05,424.4,2.53,1.27,229.15,4450,715,4244,988
0.04,-1.36,0.02,424.8,2.53,1.19,229.2,4577,886,4158,953
0.03,-1.4,0.02,425,2.51,1.04,229.25,4661,889,4332,951
0.03,-1.39,0,425.2,2.51,0.95,229.3,4575,756,4253,902
0.05,-1.42,0.03,425,2.53,0.91,229.35,4596,738,4625,945
0.02,-1.41,0.13,424.1,2.58,0.69,229.4,4735,799,4437,515
0.02,-1.46,0.05,424.4,2.67,0.52,229.45,4406,1274,4874,532
0.03,-1.43,0.03,424.6,2.71,0.46,229.5,4296,884,4694,619
0.01,-1.43,0.02,425.3,2.79,0.36,229.55,4329,974,4544,696
0,-1.53,0.13,424.1,2.86,0.22,229.6,4580,1205,4982,627
0.03,-1.53,0.11,426.3,2.9,0.09,229.65,4689,0,4848,17
-0.01,-1.42,0.03,425.8,2.98,0.06,229.7,4155,948,4845,342
-0.01,-1.49,-0.13,426.2,3,0.1,229.75,4047,1488,4406,578
0,-1.4,0,427,3.02,0.01,229.8,4120,759,4685,110
-0.1,-1.32,0.06,427,3,-0.05,229.85,4310,2378,4562,581
0.04,-1.44,0.04,426.5,3,-0.16,229.9,4590,728,4635,746
0,-1.47,0.06,426.3,3.01,-0.2,229.95,4542,749,4699,876
0.04,-1.36,-0.04,427.9,2.95,-0.11,230,3987,873,4095,1057
0.02,-1.36,-0.04,428.4,2.85,-0.2,230.05,4247,927,4099,524
