A_x,A_y,A_z,CGHeight,ChassisPitchAngle,ChassisRollAngle,time,TireLoadFL,TireLoadFR,TireLoadRL,TireLoadRR
0.17,-0.19,-0.04,410.4,-2.19,2.26,16.8,2874,2139,2353,2064
0.2,-0.19,0.01,409.9,-2.2,2.3,16.85,2451,2283,2869,2437
0.16,-0.18,-0.05,410.3,-2.21,2.31,16.9,2441,2280,2392,2140
0.19,-0.19,0,410,-2.22,2.24,16.95,2403,1945,2974,2414
0.16,-0.2,-0.02,410.1,-2.25,2.16,17,2654,2137,2575,2143
0.18,-0.24,0,409.7,-2.27,2.15,17.05,2585,1947,3103,2605
0.17,-0.25,-0.09,410.8,-2.31,2.12,17.1,2713,2199,2501,1956
0.18,-0.27,-0.02,410.2,-2.33,2.06,17.15,2793,2059,2851,2299
0.2,-0.31,0.03,409.2,-2.34,2.01,17.2,2875,1941,3086,2407
0.16,-0.32,0.04,408.8,-2.34,2.01,17.25,3034,2236,2683,2042
0.18,-0.33,0.04,408.5,-2.33,1.98,17.3,2790,1969,3124,2405
0.17,-0.33,-0.05,409.8,-2.38,1.86,17.35,2669,1715,2926,1984
0.16,-0.33,-0.11,410.5,-2.41,1.77,17.4,2457,1836,2560,2003
0.15,-0.33,-0.08,410.5,-2.45,1.61,17.45,2711,1887,2737,1810
0.17,-0.33,-0.01,409.4,-2.45,1.45,17.5,2736,1868,2954,2060
0.17,-0.34,0.02,408.6,-2.45,1.43,17.55,2983,1878,3198,2303
0.19,-0.31,0.01,408.6,-2.46,1.47,17.6,2525,2164,2897,2222
0.17,-0.28,0,408.3,-2.46,1.46,17.65,2865,2103,2695,2405
0.17,-0.29,0.03,407.8,-2.46,1.44,17.7,3005,1941,3001,2247
0.16,-0.24,0.01,407.9,-2.44,1.52,17.75,2645,2018,2879,2331
0.16,-0.21,-0.01,408,-2.45,1.61,17.8,2792,2293,2771,2098
0.16,-0.18,0.09,407.1,-2.43,1.61,17.85,2547,2565,2664,2623
0.16,-0.15,-0.01,407.8,-2.41,1.54,17.9,2143,2194,2841,2581
-0.08,-0.14,-0.04,408,-2.47,1.41,17.95,2882,2468,2338,1941
-0.05,-0.16,0.02,407.6,-2.48,1.4,18,2531,2092,2823,2308
-0.06,-0.13,-0.06,408.2,-2.56,1.43,18.05,2727,2403,2095,1956
-0.07,-0.13,0,407.4,-2.62,1.42,18.1,2974,2866,2358,2126
-0.09,-0.1,-0.07,408.1,-2.62,1.37,18.15,2290,2170,2513,2141
-0.06,-0.11,-0.05,407.7,-2.67,1.31,18.2,2898,2679,2083,1889
-0.02,-0.11,0.02,406.5,-2.65,1.28,18.25,2532,2379,2591,2458
0.1,-0.1,0.1,405.3,-2.63,1.28,18.3,2744,2787,2662,2436
0.19,-0.09,0.13,405,-2.56,1.22,18.35,2737,2650,2873,2758
0.15,-0.1,0.03,405.9,-2.48,1.15,18.4,2646,2177,2924,2556
0.14,-0.08,0.04,406.1,-2.46,1.15,18.45,2459,2572,2676,2481
0.16,-0.09,-0.01,407.2,-2.44,1.12,18.5,2178,2007,2644,2710
0.13,-0.08,-0.1,409.4,-2.51,1.03,18.55,2302,2281,2285,2022
0.16,-0.09,-0.03,409.1,-2.52,0.99,18.6,2670,2494,2471,2217
0.16,-0.08,0.03,408.3,-2.5,0.88,18.65,2473,2203,2986,2524
0.15,-0.08,-0.07,409.2,-2.51,0.74,18.7,2278,2068,2669,2321
0.14,-0.09,-0.03,409.2,-2.55,0.7,18.75,2731,2112,2548,2139
0.14,-0.1,0.01,408.5,-2.55,0.69,18.8,2522,2488,2769,2303
0.15,-0.09,0.06,406.8,-2.5,0.63,18.85,2652,2476,2890,2541
0.16,-0.1,0.07,406.1,-2.47,0.57,18.9,2771,2478,2825,2662
0.15,-0.08,0.06,406,-2.44,0.5,18.95,2650,2403,2891,2545
0.15,-0.08,-0.05,407.8,-2.45,0.48,19,2352,2115,2480,2329
0.14,-0.07,-0.04,408.4,-2.48,0.49,19.05,2367,2402,2518,2250
0.16,-0.08,-0.02,408.6,-2.48,0.44,19.1,2448,2215,2550,2453
0.17,-0.09,-0.08,409.3,-2.49,0.37,19.15,2599,2142,2584,2282
0.14,-0.06,-0.09,409.6,-2.52,0.39,19.2,2252,2272,2324,2159
0.12,-0.04,-0.03,409.1,-2.52,0.4,19.25,2278,2335,2331,2443
0.15,-0.02,0.05,407.5,-2.51,0.38,19.3,2539,2787,2408,2550
0.15,0.02,0.08,406.9,-2.48,0.36,19.35,2267,2636,2783,2693
0.12,0.08,0.14,405.3,-2.43,0.31,19.4,2833,2850,2419,2692
0.14,0.12,0.04,405.9,-2.37,0.29,19.45,2184,2671,2489,2724
0.13,0.15,-0.01,406.9,-2.37,0.28,19.5,2198,2508,2375,2667
0.15,0.17,-0.04,407.9,-2.38,0.29,19.55,2062,2688,2287,2567
0.14,0.25,0.02,407.8,-2.37,0.31,19.6,2138,2893,2147,2837
0.16,0.26,0.04,407.4,-2.35,0.31,19.65,2169,2978,2391,2933
0.13,0.27,0.06,406.8,-2.31,0.31,19.7,2052,2992,2370,3035
0.13,0.26,0.03,407.2,-2.29,0.24,19.75,2268,2956,2200,2797
0.13,0.25,0.03,407.2,-2.28,0.19,19.8,2343,2815,2204,2775
0.13,0.24,0.03,407.3,-2.24,0.22,19.85,2087,2701,2367,2942
0.13,0.21,-0.04,408.9,-2.27,0.25,19.9,2007,2849,1973,2707
0.11,0.2,0.01,408.9,-2.28,0.18,19.95,2361,2857,2166,2536
0.16,0.19,0.1,407.2,-2.22,0.1,20,2508,2986,2671,2849
0.12,0.16,0.02,407.3,-2.17,0.02,20.05,2251,2747,2590,2843
0.13,0.15,0,408,-2.17,-0.02,20.1,2197,2532,2402,2677
0.13,0.11,-0.04,409.1,-2.19,-0.07,20.15,2220,2395,2318,2523
0.13,0.07,-0.02,409.7,-2.22,-0.09,20.2,2394,2561,2245,2469
0.13,0.06,0.03,409,-2.22,-0.12,20.25,2735,2784,2337,2619
0.15,0.04,0.1,406.6,-2.13,-0.21,20.3,2578,2977,3080,2853
0.12,0.02,0.15,405.1,-2.02,-0.37,20.35,2724,2503,3048,2755
0.12,0.01,0.09,405.6,-1.99,-0.42,20.4,2472,2620,2923,2642
0.13,0.02,0.03,407.1,-1.99,-0.45,20.45,2539,2418,2405,2634
0.13,0.09,0.01,408.4,-1.98,-0.42,20.5,2403,2486,2427,2677
0.13,0.13,-0.02,409.1,-1.98,-0.36,20.55,2145,2631,2293,2701
0.13,0.19,-0.02,409.5,-1.97,-0.3,20.6,2121,2746,2273,2754
0.11,0.29,0.05,408.9,-1.95,-0.25,20.65,2206,2994,2419,2884
0.12,0.31,0.01,409.3,-1.94,-0.21,20.7,1927,2892,2297,2977
0.11,0.37,0.02,408.9,-1.93,-0.16,20.75,2101,3243,2086,2934
0.1,0.39,0.01,409.8,-1.94,-0.17,20.8,1746,3078,1891,2794
0.12,0.4,-0.02,410.2,-1.95,-0.19,20.85,1960,2977,2133,2929
0.12,0.43,0.06,409.2,-1.92,-0.22,20.9,1955,3275,2240,2915
0.12,0.4,0.04,408.8,-1.88,-0.3,20.95,1879,3128,2227,2965
0.13,0.38,0.02,409.1,-1.87,-0.35,21,1835,2968,2244,2973
0.11,0.36,0.06,408.8,-1.85,-0.45,21.05,1999,3095,2138,2963
0.13,0.32,0.05,408.1,-1.77,-0.55,21.1,2144,2858,2514,2998
0.11,0.28,-0.03,409.4,-1.77,-0.58,21.15,1658,2548,2282,2925
0.11,0.24,-0.1,411.5,-1.84,-0.67,21.2,2020,2663,1908,2293
0.12,0.22,-0.02,411.2,-1.84,-0.79,21.25,2211,2577,2338,2709
0.13,0.21,-0.01,411.2,-1.84,-0.8,21.3,2074,2661,2268,2784
0.11,0.21,0,411,-1.83,-0.79,21.35,2038,2524,2235,2767
0.09,0.19,0,410.6,-1.85,-0.83,21.4,2358,2859,2248,2522
0.11,0.18,0.08,409.5,-1.83,-0.85,21.45,2487,2761,2556,2782
0.11,0.17,0.09,408.7,-1.79,-0.86,21.5,2268,2876,2658,2799
0.1,0.16,-0.05,410.4,-1.79,-0.94,21.55,1997,2559,2325,2489
0.1,0.16,-0.03,410.7,-1.81,-0.99,21.6,2080,2583,2212,2547
0.13,0.14,-0.02,411,-1.84,-1.08,21.65,2335,2568,2288,2567
0.1,0.16,-0.09,412.5,-1.87,-1.14,21.7,1989,2280,2257,2492
0.12,0.14,-0.14,413.5,-1.92,-1.16,21.75,2033,2385,1976,2277
0.13,0.16,-0.04,412.4,-1.95,-1.16,21.8,2257,2613,2283,2551
0.13,0.19,0.02,410.8,-1.94,-1.15,21.85,2104,2600,2480,2880
0.11,0.2,0.01,410.5,-1.95,-1.16,21.9,2071,2821,2279,2740
0.11,0.23,0,410.3,-1.95,-1.2,21.95,1994,2667,2307,2802
0.12,0.28,-0.03,410.6,-1.99,-1.26,22,2026,2817,2169,2550
0.11,0.3,0.02,409.9,-2,-1.27,22.05,2284,2943,2190,2728
0.11,0.34,0.09,408.6,-1.97,-1.28,22.1,2093,3126,2436,2997
0.11,0.38,0.08,408.1,-1.96,-1.33,22.15,2080,3185,2216,3030
0.11,0.4,0.04,408.2,-1.95,-1.38,22.2,1914,3189,2308,2990
0.1,0.44,0.07,407.5,-1.92,-1.46,22.25,2060,3199,2238,3186
0.1,0.47,0.1,406.9,-1.87,-1.55,22.3,1971,3298,2301,3168
0.11,0.46,0.1,406.8,-1.86,-1.6,22.35,2196,3328,2236,3235
0.1,0.5,0.18,405.5,-1.8,-1.63,22.4,2290,3669,2387,3234
0.1,0.52,0.2,404,-1.66,-1.67,22.45,1862,3766,2536,3695
0.09,0.51,0.15,404.5,-1.62,-1.78,22.5,1857,3415,2547,3468
0.09,0.5,0.06,406.1,-1.6,-2.03,22.55,2035,3445,2265,2957
0.11,0.5,0.12,406.5,-1.54,-2.31,22.6,2223,3183,2403,3096
0.09,0.51,0.15,406,-1.5,-2.37,22.65,2470,3496,2202,3343
0.1,0.5,0.17,405,-1.37,-2.38,22.7,1979,3554,2602,3646
0.09,0.58,0.47,399.2,-1.18,-2.37,22.75,3516,4374,3258,3841
0.09,0.58,0.5,396.7,-0.99,-2.25,22.8,3575,4115,3548,4577
0.07,0.51,0.46,395.5,-0.75,-1.86,22.85,3601,3949,2994,4479
0.12,0.53,0.41,396.3,-0.5,-1.26,22.9,2265,4219,3992,4260
0.13,0.6,0.48,397.4,-0.42,-1.18,22.95,3559,4400,4419,3836
0.12,0.64,0.41,398.9,-0.18,-1.05,23,2767,4139,3647,4388
0.06,0.54,0.13,404.5,0.08,-0.82,23.05,1558,4055,1850,3655
0.04,0.61,0.1,407.2,0.13,-0.94,23.1,2034,4175,1903,3365
0.03,0.64,0.56,402.1,0.33,-1.19,23.15,4419,4583,2626,3809
0.11,0.75,0.85,394.1,0.75,-0.67,23.2,4013,5340,4011,4925
0.11,0.64,0.43,401.1,0.92,-0.43,23.25,247,5168,3669,4953
0.04,0.62,0.02,409.3,0.94,-0.88,23.3,2036,4054,1919,3400
0.04,0.66,0.46,407.6,1.15,-1.52,23.35,3811,4440,3142,3500
0.08,0.63,0.59,404.7,1.4,-1.38,23.4,3346,4258,3425,4797
0.04,0.55,0.55,403.7,1.74,-0.98,23.45,2924,4384,3012,4666
0.02,0.47,0.36,407.6,2.01,-0.65,23.5,3051,3829,2265,4019
0.05,0.39,0.29,410.1,2.13,-0.49,23.55,2766,3160,3074,3489
0.03,0.3,0.1,415.5,2.25,-0.15,23.6,2238,2972,2329,3279
0.05,0.15,0.13,419.2,2.36,0.04,23.65,2789,3295,2569,2871
0.05,0.08,0.31,417.7,2.48,0.08,23.7,3416,3685,2989,3188
0.03,-0.12,0.54,412.6,2.76,0.03,23.75,4793,3805,3869,3755
0.02,-0.45,0.66,407.1,3.21,-0.08,23.8,4937,2772,4929,3769
-0.01,-0.57,0.54,407.9,3.38,0,23.85,4665,2634,4350,3626
0.01,-0.78,0.47,410.9,3.54,0.17,23.9,5141,2725,3932,2680
-0.02,-1.06,0.67,409,3.92,0.2,23.95,6103,2883,4909,3051
-0.02,-1.21,0.8,406,4.2,0.16,24,6367,2824,5619,3045
-0.04,-1.37,0.91,402.8,4.65,0.3,24.05,6571,2734,6251,3212
-0.07,-1.34,0.6,407.4,5.07,0.71,24.1,5812,2585,5108,2572
-0.07,-1.34,0.54,410.3,5.25,0.84,24.15,5761,2221,4986,2359
-0.06,-1.38,0.49,414.2,5.54,0.95,24.2,5397,1841,5274,2148
-0.08,-1.44,0.42,417.4,5.91,1,24.25,5583,1718,5632,2130
-0.08,-1.58,0.53,417.5,6.09,0.99,24.3,5984,2275,5316,2402
-0.06,-1.66,0.58,418.4,6.38,0.96,24.35,6144,1648,5806,2317
-0.08,-1.69,0.58,419.1,6.76,1.06,24.4,6185,1605,5849,2233
-0.08,-1.58,0.45,421.5,6.94,1.18,24.45,5333,822,5755,2282
-0.12,-1.39,0.14,428.8,7.04,1.54,24.5,4932,756,4374,1278
-0.09,-1.4,0.1,434.8,7.14,2.06,24.55,4761,1319,3797,1373
-0.07,-1.51,0.2,435,7.24,2.12,24.6,5174,981,4650,1500
-0.08,-1.64,0.33,433.7,7.4,2.18,24.65,5798,1116,5120,1531
-0.12,-1.68,0.39,432.1,7.59,2.59,24.7,6458,1183,5168,1602
-0.09,-1.64,0.34,432.4,7.69,2.91,24.75,5337,1437,5126,1875
-0.13,-1.76,0.44,430.1,7.84,3.11,24.8,6159,2136,4827,1641
-0.11,-2,0.82,421.8,8.25,2.75,24.85,7034,2436,6595,2152
-0.1,-1.94,0.76,420.6,8.5,2.53,24.9,6443,1526,7318,2315
-0.13,-1.65,0.4,426.2,8.66,2.47,24.95,5861,1031,5564,1427
-0.12,-1.43,0.12,435.7,8.74,2.9,25,4546,1362,4215,1243
-0.11,-1.39,0.06,439,8.82,2.99,25.05,4263,1358,3848,1446
-0.1,-1.41,0.08,442.7,8.95,2.86,25.1,4557,718,4405,1008
-0.1,-1.44,0.12,444.7,9.08,2.82,25.15,4414,981,4509,1065
-0.1,-1.48,0.16,444.5,9.12,2.77,25.2,4472,1135,4597,1254
-0.11,-1.3,0.1,446,9.19,2.48,25.25,4819,0,4806,981
-0.1,-1.29,-0.05,451.4,9.22,2.5,25.3,3861,0,4062,837
-0.1,-1.05,-0.25,455.3,9.18,2.76,25.35,3336,0,3332,775
-0.08,-1.16,-0.24,456.9,9.05,3.17,25.4,3112,1250,2909,1047
-0.08,-1.38,0.07,453,8.97,2.84,25.45,4775,915,4261,825
-0.08,-1.43,0.15,450.1,9,2.64,25.5,5194,947,4831,901
-0.09,-1.56,0.32,445.2,9.09,2.6,25.55,5530,1320,5028,1406
-0.11,-1.54,0.4,441.3,9.26,2.57,25.6,4647,1791,5088,1659
-0.09,-1.36,0.17,442.8,9.33,2.42,25.65,4407,749,5114,1279
-0.1,-1.13,-0.08,449.2,9.34,2.47,25.7,3854,916,3506,908
-0.07,-1.1,-0.14,452.8,9.31,2.54,25.75,3322,830,3829,863
-0.01,-1.19,-0.04,452.9,9.29,2.59,25.8,3569,772,3529,1997
-0.08,-1.11,-0.08,453.5,9.22,2.51,25.85,4079,616,3950,826
-0.08,-0.99,-0.15,453.3,9.19,2.44,25.9,3108,885,4002,428
-0.06,-1,-0.11,453.4,9.21,2.33,25.95,2518,1451,3959,716
-0.07,-0.89,-0.2,455.2,9.25,1.9,26,2332,856,4296,355
-0.06,-0.8,-0.33,457.3,9.13,1.25,26.05,2250,639,4042,232
-0.12,-0.57,-0.29,460.9,8.97,1.12,26.1,2067,56,2952,0
-0.09,-0.64,-0.5,464.3,8.67,1.3,26.15,2414,534,2313,185
-0.01,-0.91,-0.02,458.4,8.48,1.62,26.2,3454,1767,3486,607
0.03,-1.03,0.14,453,8.54,1.48,26.25,3404,1386,4634,1226
-0.03,-0.95,0.11,449.4,8.59,1.18,26.3,3965,448,4696,1182
-0.02,-0.69,0.04,448.9,8.45,1.64,26.35,2899,2152,3002,2341
-0.03,-0.54,0.09,447.2,8.38,1.79,26.4,2840,2400,2879,2460
-0.05,-0.26,-0.14,450.1,8.28,1.68,26.45,2653,1902,2684,1446
-0.03,0.03,-0.21,453,8.24,1.77,26.5,1073,1532,2170,2723
-0.05,0.17,-0.31,455.8,8.15,1.75,26.55,870,1888,1741,2275
-0.02,0.36,-0.22,456.9,7.95,1.49,26.6,1267,3199,1477,2090
-0.01,0.45,-0.19,456,7.94,1.11,26.65,736,1975,2076,3136
-0.04,0.43,-0.29,457.4,7.83,0.86,26.7,644,1725,1679,2581
-0.04,0.37,-0.49,461.7,7.53,0.49,26.75,277,2001,1050,1459
-0.02,0.43,-0.43,462.6,7.18,-0.1,26.8,693,2223,1109,1586
0,0.47,-0.37,461.6,7.04,-0.36,26.85,635,2527,1372,1851
0,0.51,-0.31,459.5,6.87,-0.74,26.9,580,2443,1442,2488
-0.02,0.42,-0.37,458.6,6.6,-1.31,26.95,389,2294,1576,2186
-0.02,0.37,-0.42,459.2,6.42,-1.62,27,755,1785,1172,1748
-0.01,0.32,-0.47,459.4,6.12,-2.04,27.05,1025,1908,1415,1449
0.01,0.29,-0.44,458.9,5.79,-2.42,27.1,824,1625,1408,1746
0.01,0.28,-0.39,457.7,5.62,-2.6,27.15,1162,1869,1298,1800
0.03,0.24,-0.31,455,5.41,-2.81,27.2,1271,2135,1690,1948
0.03,0.23,-0.12,449.1,5.26,-2.99,27.25,1960,2265,2079,2495
0.03,0.21,-0.06,446.5,5.21,-3.02,27.3,2121,2259,2219,2468
0.01,0.21,-0.09,444.6,5.12,-2.96,27.35,1756,2413,2171,2539
-0.01,0.29,-0.09,442.9,4.93,-2.94,27.4,2681,3036,1584,2205
0.02,0.33,0.09,438.6,4.93,-2.88,27.45,3202,3191,2220,2746
0.01,0.36,0.23,432.9,5.07,-2.33,27.5,2239,3074,2726,3609
0.02,0.38,-0.12,437.1,5.02,-1.89,27.55,523,2683,1924,3404
0,0.37,-0.37,442.4,4.88,-1.93,27.6,521,2091,1253,2632
0,0.41,-0.38,447,4.59,-2.2,27.65,2464,1905,934,1570
0.1,0.63,0.02,440.5,4.61,-1.79,27.7,1373,3297,2243,3802
0.03,0.64,-0.04,440,4.66,-1.54,27.75,383,2706,2040,4123
-0.02,0.56,-0.23,442.5,4.46,-1.53,27.8,687,3093,1141,2493
0.03,0.66,-0.17,442.6,4.22,-1.88,27.85,1355,3014,1365,2744
0.02,0.73,-0.11,441.6,4.18,-1.99,27.9,1545,3106,1309,2751
0.04,0.85,0.19,435.1,4.21,-1.94,27.95,2337,3813,2095,3636
-0.01,0.76,0.09,432.2,4.31,-1.5,28,896,3517,2058,3802
0.03,0.61,-0.19,436.7,4.24,-1.37,28.05,0,2236,1620,3838
-0.05,0.46,-0.55,446.2,3.89,-1.57,28.1,302,1992,352,1651
-0.01,0.58,-0.42,448.7,3.52,-1.89,28.15,1650,2432,617,1294
0.11,0.77,-0.18,444.6,3.49,-1.75,28.2,1841,3120,1458,2785
0.06,0.94,0.02,437.8,3.55,-1.32,28.25,1010,3995,1875,3993
0.02,0.92,0.02,435,3.52,-1.22,28.3,859,3814,1496,3799
0.01,0.88,-0.07,435.2,3.43,-1.4,28.35,1238,3500,1414,3214
0.03,0.89,0,433.3,3.37,-1.48,28.4,1766,3414,1513,3184
0.02,0.88,-0.02,432.5,3.35,-1.16,28.45,946,3951,1340,3732
0.01,0.85,-0.09,433.4,3.31,-1.16,28.5,706,3763,1113,3629
0.02,0.82,-0.12,434.1,3.25,-1.38,28.55,1399,3181,1383,3144
0.03,0.86,-0.01,432.8,3.21,-1.37,28.6,1534,3700,1458,3387
0.03,0.89,0.1,431.2,3.23,-1.29,28.65,1435,4004,1475,3598
0.05,0.83,0.01,431.3,3.25,-1.28,28.7,835,3200,1807,3981
0.03,0.71,-0.12,433.8,3.12,-1.4,28.75,1345,3337,1347,2745
0.06,0.73,-0.06,433.4,3.1,-1.44,28.8,1456,3259,1693,3135
0.04,0.71,-0.01,432.2,3.1,-1.41,28.85,1465,3421,1750,3387
0.04,0.63,0.01,431.3,3.09,-1.41,28.9,1630,3375,1740,3300
0.04,0.59,0.01,430.9,3.08,-1.45,28.95,1702,3470,1903,3145
0.04,0.54,0.02,430.3,3.1,-1.51,29,1756,3110,2052,3302
0.05,0.44,0.05,429.6,3.1,-1.56,29.05,1987,3088,2121,3062
0.05,0.41,0.05,429.3,3.12,-1.56,29.1,2120,2803,2341,3205
0.04,0.31,0.01,429.9,3.13,-1.52,29.15,1989,2885,2053,2840
0.04,0.27,-0.02,430.3,3.12,-1.51,29.2,2223,2620,2204,2871
0.05,0.24,-0.05,431.1,3.11,-1.49,29.25,1990,2496,2236,2599
0.04,0.21,-0.02,431.2,3.09,-1.41,29.3,2165,2768,2066,2630
0.05,0.19,0.04,430.2,3.11,-1.4,29.35,2327,2580,2447,2954
0.03,0.18,-0.01,430.5,3.12,-1.41,29.4,2032,2456,2458,2764
0.04,0.15,-0.06,431.4,3.09,-1.39,29.45,2166,2524,2121,2551
0.06,0.13,-0.02,431.6,3.06,-1.32,29.5,2193,2257,2354,2734
0.04,0.13,-0.05,431.6,3.04,-1.27,29.55,2452,2577,2255,2528
0.07,0.12,-0.04,431.7,3.03,-1.18,29.6,2083,2370,2551,2817
0.07,0.13,0,431.2,3,-1.11,29.65,2308,2701,2557,2598
0.06,0.12,0.03,430.5,3.01,-1.09,29.7,2490,2703,2335,2764
0.05,0.11,0.05,429.7,3.04,-1.04,29.75,2380,2405,2601,2888
0.04,0.1,-0.01,429.9,3.05,-0.9,29.8,2181,2509,2342,2716
0.05,0.12,0.03,429.6,3.05,-0.88,29.85,2195,2562,2503,2812
0.04,0.09,-0.06,430.3,3.05,-0.88,29.9,2286,2531,2346,2600
0.05,0.1,0.02,430,3.06,-0.83,29.95,2239,2433,2497,2734
0.04,0.08,0.01,430,3.06,-0.81,30,2492,2401,2456,2745
0.04,0.08,0.08,428.9,3.08,-0.73,30.05,2849,2966,2560,2604
0.05,0.07,0.1,427.9,3.17,-0.62,30.1,2223,2589,2766,3014
0.04,0.05,0.06,428.3,3.19,-0.6,30.15,2392,2258,2849,2815
0.03,0.03,-0.11,431.8,3.13,-0.56,30.2,2152,2184,2186,2294
0.04,0.01,-0.1,432.9,3.09,-0.53,30.25,1881,2165,2300,2291
0.06,0.01,-0.05,432.6,3.07,-0.53,30.3,2166,2222,2706,2492
0.04,-0.01,-0.01,432.3,3.04,-0.57,30.35,2519,2487,2462,2360
0.04,-0.04,0.07,430.1,3.08,-0.56,30.4,2762,2660,2691,2636
0.05,-0.06,0.08,429.5,3.11,-0.55,30.45,2699,2312,2782,2884
0.03,-0.07,0.03,429.8,3.11,-0.54,30.5,2689,2167,2690,2420
0.04,-0.08,0.03,429.5,3.12,-0.45,30.55,2719,2477,2753,2516
0.04,-0.09,0.03,429.6,3.14,-0.42,30.6,2585,2361,2669,2575
0.05,-0.09,0.06,429.1,3.17,-0.42,30.65,2737,2421,2754,2472
0.03,-0.11,-0.01,429.9,3.2,-0.39,30.7,2568,2025,2638,2466
0.04,-0.11,-0.04,431.2,3.18,-0.32,30.75,2163,1880,2548,2500
0.03,-0.11,0,431.5,3.13,-0.16,30.8,2809,2554,2447,2274
0.05,-0.13,0.1,429.8,3.18,-0.08,30.85,2891,2349,2911,2855
0.05,-0.11,0.06,429.9,3.21,-0.03,30.9,2573,2310,2924,2525
0.03,-0.11,0,430.4,3.21,0.05,30.95,2453,2267,2560,2535
0.05,-0.1,-0.07,431.9,3.19,0.08,31,2274,1982,2629,2360
0.03,-0.11,-0.07,432.2,3.16,0.09,31.05,2529,2135,2464,2207
0.06,-0.11,-0.06,432.8,3.12,0.1,31.1,2428,2176,2657,2306
0.06,-0.11,0.08,430.6,3.14,0.08,31.15,2776,2464,2891,2627
0.05,-0.13,0.15,429.2,3.18,0.07,31.2,2892,2405,2877,2819
0.04,-0.13,0.09,428.6,3.24,0.11,31.25,2759,2265,2978,2650
0.02,-0.12,0.03,429.2,3.26,0.23,31.3,2605,2363,2570,2460
0.05,-0.12,0.07,428.8,3.28,0.27,31.35,2531,2332,2907,2855
0.04,-0.1,-0.06,431.5,3.27,0.27,31.4,2071,1704,2595,2391
0.03,-0.12,-0.06,431.9,3.25,0.46,31.45,2321,2015,2054,2329
0.07,-0.12,-0.07,432.4,3.26,0.67,31.5,1141,2162,3519,2537
0.02,-0.05,-0.22,436.1,3.09,0.67,31.55,2478,2380,1460,1919
0.04,-0.14,0.05,432.9,3.12,0.46,31.6,3042,2141,3022,2138
0.05,-0.13,0.07,431.6,3.16,0.6,31.65,2642,2293,2903,2821
0.04,-0.11,0.02,431,3.17,0.76,31.7,2421,2345,2663,2675
0.03,-0.11,-0.07,432.2,3.1,0.8,31.75,2753,2132,2342,2074
0.04,-0.11,-0.02,431.8,3.09,0.86,31.8,2674,2241,2363,2297
0.03,-0.11,0.05,430.6,3.12,1,31.85,2271,2620,2613,2576
0.03,-0.11,0.1,428.4,3.19,1.1,31.9,2707,2455,3108,2718
0.05,-0.1,0.1,428.2,3.22,1.14,31.95,2675,2334,2975,2797
0.03,-0.11,-0.02,429.8,3.21,1.22,32,2550,2076,2661,2481
0.03,-0.1,-0.1,432.5,3.15,1.35,32.05,2342,2029,2291,2266
0.04,-0.1,-0.08,432.7,3.12,1.39,32.1,2481,2352,2358,2055
0.05,-0.11,-0.04,432.3,3.13,1.42,32.15,2499,1974,2576,2594
0.04,-0.11,-0.08,432.7,3.09,1.55,32.2,2353,2128,2522,2333
0.04,-0.11,-0.04,432.5,3.07,1.61,32.25,2341,2317,2237,2414
0.03,-0.1,0.02,431.8,3.05,1.62,32.3,2620,2239,2502,2372
0.04,-0.12,0.02,431,3.05,1.67,32.35,2702,2241,2626,2491
0.03,-0.12,0.04,430.4,3.05,1.73,32.4,2746,2406,2648,2423
0.05,-0.12,0.07,429.3,3.08,1.82,32.45,2779,2405,2749,2657
0.05,-0.11,0.05,429.1,3.11,1.93,32.5,2425,2342,2801,2589
0.04,-0.11,-0.02,430,3.09,1.96,32.55,2411,2170,2612,2560
0.02,-0.13,-0.04,431,3.06,1.97,32.6,2555,2164,2521,2219
0.05,-0.15,-0.03,431.3,3.06,2.07,32.65,2506,1974,2624,2369
0.04,-0.14,-0.06,431.8,3.04,2.14,32.7,2185,1944,2549,2428
0.03,-0.15,-0.11,433.1,2.97,2.21,32.75,2386,2041,2207,2094
0.05,-0.18,-0.02,432,2.94,2.25,32.8,2656,2034,2639,2393
0.04,-0.2,-0.01,431.6,2.93,2.29,32.85,2611,2079,2676,2421
0.04,-0.21,-0.01,430.9,2.91,2.37,32.9,2686,2198,2618,2392
0.04,-0.22,0.03,430,2.91,2.45,32.95,2780,2062,2748,2349
0.04,-0.24,0.05,429.5,2.9,2.51,33,2796,2248,2784,2201
0.03,-0.24,-0.02,429.8,2.89,2.61,33.05,2771,1939,2714,2358
0.03,-0.25,-0.02,429.8,2.87,2.73,33.1,2878,2235,2695,2266
0.04,-0.25,0.04,429.3,2.87,2.81,33.15,3136,2181,2636,2239
0.04,-0.26,0.01,429.2,2.88,3,33.2,2586,1951,2983,2512
0.03,-0.24,-0.06,430.3,2.83,3.17,33.25,2495,2064,2505,2328
0.04,-0.23,-0.08,430.9,2.81,3.17,33.3,2458,1878,2571,2256
0.04,-0.26,-0.05,430.8,2.77,3.2,33.35,2859,2045,2569,2084
0.04,-0.27,0.03,429.2,2.77,3.35,33.4,2890,2252,2805,2457
0.04,-0.27,0.02,428.5,2.78,3.39,33.45,2810,2373,2826,2375
0.03,-0.29,0.07,427.6,2.8,3.44,33.5,3030,2175,2876,2295
0.04,-0.28,0.01,427.8,2.81,3.59,33.55,2756,2014,2829,2478
